game, current_winner1, current_winner2, current_loser1, current_loser2, winner_mean, loser_mean, phat
5137, 104586, 104312, 104471, 104249, 1557.208, 1699.331, 0.2167
5138, 103898, 104273, 103997, 102963, 1636.149, 1638.220, 0.4143
5139, 102110, 102800, 103859, 108990, 1889.475, 1374.254, 0.9495
5140, 103540, 103813, 103523, 103529, 1520.602, 1667.992, 0.2109
5141, 103586, 103690, 105217, 104997, 1668.239, 1458.621, 0.7417
5142, 102382, 105188, 104259, 104252, 1520.623, 1420.410, 0.5841
5143, 103566, 103917, 104619, 104504, 1690.013, 1486.449, 0.7342
5144, 103828, 104486, 103582, 104660, 1574.867, 1479.039, 0.5770
5145, 104719, 104043, 105487, 105643, 1647.422, 1483.925, 0.6805
5146, 104216, 104724, 108701, 104857, 1531.038, 1556.294, 0.3769
5147, 104665, 103110, 103594, 104495, 1533.800, 1591.450, 0.3272
5148, 104655, 104547, 104198, 104667, 1622.202, 1449.723, 0.6931
5149, 104871, 104160, 105053, 105292, 1557.563, 1456.489, 0.5854
5150, 105238, 103808, 105807, 105077, 1520.183, 1414.204, 0.5933
5151, 104593, 103656, 102987, 105311, 1464.492, 1470.607, 0.4077
5152, 103977, 104217, 104898, 103577, 1525.273, 1492.364, 0.4724
5153, 103184, 103185, 104589, 103720, 1855.015, 1516.675, 0.8659
5154, 103780, 104071, 104559, 105062, 1735.086, 1507.203, 0.7635
5155, 104136, 103822, 103782, 103929, 1623.434, 1526.332, 0.5790
5156, 102886, 103863, 105992, 105023, 1529.796, 1519.952, 0.4339
5157, 103566, 103917, 102110, 102800, 1728.992, 1850.496, 0.2408
5158, 103898, 104273, 102382, 105188, 1653.169, 1503.603, 0.6604
5159, 103586, 103690, 104586, 104312, 1685.532, 1539.915, 0.6546
5160, 103828, 104486, 103540, 103813, 1595.804, 1499.665, 0.5775
5161, 104719, 104043, 103977, 104217, 1664.042, 1508.652, 0.6689
5162, 104655, 104547, 104593, 103656, 1636.770, 1449.923, 0.7126
5163, 105238, 103808, 104665, 103110, 1545.847, 1508.136, 0.4804
5164, 104216, 104724, 104871, 104160, 1557.632, 1530.968, 0.4619
5165, 103184, 103185, 104136, 103822, 1865.842, 1612.608, 0.7914
5166, 103780, 104071, 102886, 103863, 1747.161, 1517.721, 0.7653
5167, 103566, 103917, 103586, 103690, 1750.658, 1663.866, 0.5622
5168, 103828, 104486, 103898, 104273, 1624.646, 1624.328, 0.4182
5169, 104719, 104043, 105238, 103808, 1680.901, 1528.989, 0.6638
5170, 104655, 104547, 104216, 104724, 1656.070, 1538.332, 0.6120
5171, 103780, 104071, 103184, 103185, 1780.486, 1832.517, 0.3356
5172, 103566, 103917, 103828, 104486, 1767.049, 1608.255, 0.6738
5173, 104719, 104043, 104655, 104547, 1703.847, 1633.124, 0.5357
5174, 103898, 104273, 106065, 104312, 1640.819, 1483.509, 0.6717
5175, 104415, 104504, 103540, 102382, 1604.024, 1481.084, 0.6201
5176, 104460, 105572, 104619, 105188, 1501.771, 1473.538, 0.4645
5177, 103859, 108990, 105732, 105874, 1403.675, 1410.115, 0.4071
5178, 105775, 106207, 103782, 103929, 1575.266, 1503.472, 0.5375
5179, 103080, 103730, 105148, 106237, 1560.372, 1477.986, 0.5550
5180, 104911, 105573, 104159, 105439, 1528.048, 1518.465, 0.4335
5181, 104551, 103651, 102968, 103455, 1511.723, 1474.311, 0.4799
5182, 103184, 103185, 105173, 103188, 1838.039, 1448.611, 0.8983
5183, 105871, 104848, 103780, 104071, 1543.978, 1736.508, 0.1659
5184, 104136, 103822, 104589, 103720, 1630.837, 1498.445, 0.6347
5185, 105614, 105065, 103977, 104217, 1543.021, 1484.698, 0.5150
5186, 103794, 103852, 104166, 104534, 1523.506, 1459.696, 0.5242
5187, 102886, 103863, 104559, 105062, 1541.668, 1483.255, 0.5151
5188, 105032, 103018, 104594, 102864, 1496.645, 1427.917, 0.5324
5189, 103580, 103946, 104338, 102987, 1805.710, 1491.902, 0.8472
5190, 104249, 103543, 104398, 104465, 1570.812, 1508.114, 0.5223
5191, 104719, 104043, 104665, 105311, 1715.994, 1487.854, 0.7638
5192, 105643, 104919, 104600, 104693, 1511.810, 1675.422, 0.1937
5193, 103110, 104926, 103594, 104495, 1563.159, 1562.627, 0.4185
5194, 108701, 104857, 105238, 104198, 1577.095, 1479.198, 0.5803
5195, 104871, 104160, 104898, 103577, 1552.965, 1470.367, 0.5553
5196, 104655, 104547, 105269, 105154, 1649.095, 1484.029, 0.6827
5197, 103898, 104273, 104911, 105573, 1658.006, 1510.861, 0.6568
5198, 105775, 106207, 104415, 104504, 1602.023, 1577.268, 0.4587
5199, 103080, 103730, 103859, 108990, 1574.997, 1389.050, 0.7114
5200, 104551, 103651, 104460, 105572, 1535.710, 1477.784, 0.5143
5201, 105992, 106058, 104136, 103822, 1527.235, 1596.096, 0.3108
5202, 102886, 103863, 105614, 105065, 1566.456, 1518.234, 0.4981
5203, 105032, 103018, 105871, 104848, 1524.753, 1515.870, 0.4323
5204, 103580, 103946, 104871, 104160, 1815.599, 1543.077, 0.8108
5205, 104249, 103543, 104655, 104547, 1601.187, 1618.721, 0.3892
5206, 108701, 104857, 104719, 104043, 1611.876, 1681.212, 0.3101
5207, 103110, 104926, 105643, 104919, 1584.292, 1490.677, 0.5734
5208, 103898, 104273, 104551, 103651, 1674.618, 1519.098, 0.6691
5209, 103080, 103730, 105775, 106207, 1601.628, 1575.392, 0.4612
5210, 103184, 103185, 105992, 106058, 1845.661, 1519.613, 0.8568
5211, 102886, 103863, 105032, 103018, 1588.242, 1502.967, 0.5597
5212, 108701, 104857, 103580, 103946, 1651.138, 1776.337, 0.2364
5213, 104249, 103543, 103110, 104926, 1624.686, 1560.793, 0.5243
5214, 103898, 104273, 103080, 103730, 1694.317, 1581.929, 0.6035
5215, 103184, 103185, 102886, 103863, 1855.350, 1578.553, 0.8148
5216, 108701, 104857, 103543, 104249, 1673.972, 1601.853, 0.5380
5217, 102110, 102800, 103914, 110457, 1856.105, 1469.700, 0.8966
5218, 103523, 103529, 103786, 103812, 1681.996, 1485.995, 0.7245
5219, 104586, 104312, 103586, 103690, 1573.621, 1630.160, 0.3288
5220, 105223, 103285, 104471, 104022, 1614.959, 1481.824, 0.6358
5221, 105138, 104997, 103730, 104098, 1524.691, 1475.309, 0.5000
5222, 103876, 104160, 104925, 105529, 1524.691, 1475.309, 0.5000
5223, 102405, 104797, 103594, 104495, 1529.227, 1533.400, 0.4108
5224, 104978, 104252, 102382, 105188, 1484.674, 1475.519, 0.4328
5225, 104198, 104667, 103580, 103946, 1496.135, 1729.925, 0.1324
5226, 108701, 104857, 103977, 104217, 1686.853, 1471.816, 0.7483
5227, 104398, 104465, 104898, 103577, 1530.170, 1448.311, 0.5541
5228, 104655, 104547, 102886, 103863, 1640.611, 1556.662, 0.5576
5229, 105487, 105643, 105053, 105292, 1506.690, 1433.724, 0.5394
5230, 103110, 104919, 103893, 103835, 1522.169, 1441.733, 0.5518
5231, 104216, 104338, 106105, 105269, 1565.928, 1478.392, 0.5634
5232, 104719, 105137, 102987, 105154, 1537.413, 1476.276, 0.5197
5233, 104136, 103822, 103828, 104486, 1621.655, 1582.696, 0.4825
5234, 104600, 104693, 104415, 104504, 1693.512, 1559.177, 0.6376
5235, 104731, 105051, 104268, 104535, 1524.691, 1475.309, 0.5000
5236, 103852, 103018, 103333, 103543, 1524.691, 1475.309, 0.5000
5237, 103813, 104273, 105173, 103565, 1524.691, 1475.309, 0.5000
5238, 104960, 105471, 104594, 105577, 1524.691, 1475.309, 0.5000
5239, 102110, 102800, 105138, 104997, 1863.028, 1517.768, 0.8708
5240, 103523, 103529, 102405, 104797, 1696.841, 1514.382, 0.7067
5241, 103876, 104160, 104586, 104312, 1552.916, 1545.397, 0.4300
5242, 108701, 104857, 103110, 104919, 1701.038, 1507.984, 0.7207
5243, 105487, 105643, 104398, 104465, 1533.065, 1503.796, 0.4663
5244, 104719, 105137, 104655, 104547, 1569.611, 1608.413, 0.3557
5245, 104198, 104667, 104216, 104338, 1525.887, 1536.176, 0.4009
5246, 103852, 103018, 103997, 102963, 1557.642, 1605.270, 0.3422
5247, 104600, 104693, 103813, 104273, 1707.472, 1510.731, 0.7255
5248, 104731, 105051, 103780, 104071, 1564.485, 1696.715, 0.2281
5249, 104960, 105471, 104136, 103822, 1556.434, 1589.913, 0.3640
5250, 102110, 102800, 104978, 104252, 1868.550, 1479.151, 0.8983
5251, 103523, 103529, 103876, 104160, 1712.187, 1537.570, 0.6960
5252, 108701, 104857, 105487, 105643, 1715.044, 1519.059, 0.7245
5253, 104198, 104667, 104719, 105137, 1553.732, 1541.767, 0.4374
5254, 103852, 103018, 104600, 104693, 1593.202, 1671.913, 0.2968
5255, 104731, 105051, 105471, 104960, 1588.606, 1532.313, 0.5116
5256, 103523, 103529, 102110, 102800, 1748.208, 1832.529, 0.2890
5257, 104198, 104667, 108701, 104857, 1590.100, 1678.675, 0.2832
5258, 104731, 105051, 103852, 103018, 1613.625, 1568.183, 0.4934
5259, 103184, 103185, 103822, 104252, 1861.527, 1493.824, 0.8855
5260, 103580, 103946, 103780, 104071, 1752.292, 1674.347, 0.5476
5261, 104471, 104249, 103018, 104022, 1716.216, 1564.681, 0.6633
5262, 102233, 103285, 105668, 104259, 1775.124, 1490.659, 0.8220
5263, 103543, 104269, 104665, 105577, 1745.559, 1489.324, 0.7945
5264, 103819, 104527, 103523, 103529, 1635.679, 1712.781, 0.2991
5265, 102110, 102800, 105227, 105223, 1840.561, 1525.074, 0.8486
5266, 103997, 102963, 103852, 103990, 1624.913, 1511.785, 0.6047
5267, 103898, 104273, 104679, 105188, 1717.901, 1655.041, 0.5226
5268, 102968, 104755, 103586, 103690, 1534.154, 1596.006, 0.3210
5269, 104415, 104504, 103828, 104486, 1585.555, 1556.318, 0.4662
5270, 105208, 105683, 104925, 105936, 1524.691, 1475.309, 0.5000
5271, 104600, 104693, 104926, 104312, 1690.393, 1561.477, 0.6293
5272, 104545, 105023, 104871, 104468, 1603.487, 1528.951, 0.5420
5273, 103917, 104542, 104731, 104898, 1596.772, 1480.585, 0.6095
5274, 103730, 104918, 104338, 104792, 1524.691, 1475.309, 0.5000
5275, 103184, 103185, 103898, 104273, 1876.890, 1702.538, 0.6957
5276, 103580, 103946, 103730, 104918, 1763.301, 1513.682, 0.7875
5277, 104471, 104249, 104415, 104504, 1732.331, 1569.439, 0.6796
5278, 102233, 103285, 102968, 104755, 1785.526, 1523.751, 0.8001
5279, 104600, 104693, 103543, 104269, 1719.073, 1716.879, 0.4213
5280, 103917, 104542, 102110, 102800, 1638.591, 1798.742, 0.1973
5281, 104545, 105023, 103997, 102963, 1629.714, 1598.687, 0.4692
5282, 103819, 104527, 105208, 105683, 1652.975, 1507.395, 0.6545
5283, 103184, 103185, 103917, 104542, 1887.411, 1628.069, 0.7977
5284, 103580, 103946, 104600, 104693, 1784.916, 1697.459, 0.5633
5285, 104545, 105023, 104471, 104249, 1661.870, 1700.175, 0.3565
5286, 103819, 104527, 102233, 103285, 1687.301, 1751.200, 0.3180
5287, 103184, 103185, 104545, 105023, 1898.516, 1650.765, 0.7856
5288, 103580, 103946, 103819, 104527, 1803.040, 1669.177, 0.6369
5289, 103184, 103185, 103580, 103946, 1916.775, 1784.781, 0.6340
5290, 103184, 103185, 104415, 104504, 1923.193, 1563.021, 0.8807
5291, 103580, 103946, 104731, 102405, 1793.364, 1491.417, 0.8374
5292, 104471, 104249, 102382, 105577, 1712.504, 1487.671, 0.7599
5293, 103780, 104071, 102233, 103285, 1704.617, 1720.931, 0.3912
5294, 103543, 104269, 104398, 104252, 1728.392, 1488.487, 0.7770
5295, 102110, 102800, 104679, 105188, 1814.101, 1639.683, 0.6958
