game, current_winner1, current_winner2, current_loser1, current_loser2, winner_mean, loser_mean, phat
 1, Annie Martin, Dana Cooke, Anouk Boileau, Marie-Christine Mondor, 3043.237, 2956.763, 0.5000
 2, Chelsea Grimson, Katherine Zakrzewski, Lily Markovic, Rebecca Moskowitz, 3043.237, 2956.763, 0.5000
 3, Asta Baltakys, Bryce Barry, Isabelle Czerveniak, Sara Pothaar, 3043.237, 2956.763, 0.5000
 4, Eydis Dalen, Kristine Wiig, Annie Martin, Dana Cooke, 3048.776, 2994.461, 0.4381
 5, Heike Jensen, Summer Lochowicz, Natalya Shumeyko, Viktoriya Tarasova, 3043.237, 2956.763, 0.5000
 6, Clara Lozano, Nadia Campisi, Ester Alcon, Olga Matveeva, 3043.237, 2956.763, 0.5000
 7, Chiaki Kusuhara, Mika Teru Saiki, Jieqiong Jin, Zhongji Jiang, 3043.237, 2956.763, 0.5000
 8, Liesbet Van Breedam, Liesbeth Mouha, Isabelle Forrer, Sarah Schmocker, 3043.237, 2956.763, 0.5000
 9, Ilka Semmler, Katrin Holtwick, Agatha Bednarczuk, Shaylyn Bede, 3043.237, 2956.763, 0.5000
10, Eiko Koizumi, Shinako Tanaka, Anna Hu, Yang Li, 3043.237, 2956.763, 0.5000
11, Bibiana Candelas, Mayra Garcia, Marie-Andree Lessard, Sarah Maxwell, 3043.237, 2956.763, 0.5000
12, Kamoltip Kulna, Yupa Phokongploy, Asta Baltakys, Bryce Barry, 3048.776, 2994.461, 0.4381
13, Galyna Osheyko, Svitlana Baburina, Denise Johns, Lucy Boulton, 3043.237, 2956.763, 0.5000
14, Tatiana Barrera, Virginie Kadjo, Alice Rohkamper, Eileen Romanowski, 3043.237, 2956.763, 0.5000
15, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, Hiromi Suzuki, Satoko Urata, 3043.237, 2956.763, 0.5000
16, Muriel Graessli, Nadia Erni, Inna Shmat, Natalia Stepanova, 3043.237, 2956.763, 0.5000
17, Jarunee Sannok, Usa Tenpaksee, Chelsea Grimson, Katherine Zakrzewski, 3048.776, 2994.461, 0.4381
18, Linjun Ji, Ying Zhang, Eydis Dalen, Kristine Wiig, 3049.507, 2999.269, 0.4303
19, Clara Lozano, Nadia Campisi, Heike Jensen, Summer Lochowicz, 3086.474, 3000.000, 0.5000
20, Chiaki Kusuhara, Mika Teru Saiki, Liesbet Van Breedam, Liesbeth Mouha, 3086.474, 3000.000, 0.5000
21, Ilka Semmler, Katrin Holtwick, Eiko Koizumi, Shinako Tanaka, 3086.474, 3000.000, 0.5000
22, Bibiana Candelas, Mayra Garcia, Kamoltip Kulna, Yupa Phokongploy, 3087.166, 3004.847, 0.4920
23, Tatiana Barrera, Virginie Kadjo, Galyna Osheyko, Svitlana Baburina, 3086.474, 3000.000, 0.5000
24, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, Muriel Graessli, Nadia Erni, 3086.474, 3000.000, 0.5000
25, Daniela Gioria, Lucilla Perrotta, Jarunee Sannok, Usa Tenpaksee, 3049.507, 2999.269, 0.4303
26, Jia Tian, Jie Wang, Bibiana Candelas, Mayra Garcia, 3054.685, 3032.482, 0.3771
27, Chiaki Kusuhara, Mika Teru Saiki, Doris Schwaiger, Stefanie Schwaiger, 3119.658, 2966.816, 0.6219
28, Dalixia Fernandez Grasset, Tamara Larrea Peraza, Morgane Faure, Virginie Sarpaux, 3043.237, 2956.763, 0.5000
29, Hella Jurich, Rieke Brink-Abeler, Daniela Gioria, Lucilla Perrotta, 3049.604, 2999.903, 0.4292
30, Ingrid Torlen, Nila Ann Hakedal, Tatiana Barrera, Virginie Kadjo, 3054.590, 3031.884, 0.3781
31, Lu Wang, Man Zuo, Hana Skalnikova, Tereza Petrova, 3043.237, 2956.763, 0.5000
32, Linjun Ji, Ying Zhang, Marrit Leenstra, Sanne Keizer, 3086.811, 2962.696, 0.5708
33, Renata Ribeiro, Talita Antunes, Ilka Semmler, Katrin Holtwick, 3054.590, 3031.884, 0.3781
34, Ana Paula Henkel, Leila Barros, Clara Lozano, Nadia Campisi, 3054.590, 3031.884, 0.3781
35, Emilia Nystrom, Erika Nystrom, Efthalia Koutroumanidou, Maria Tsiartsiani, 3043.237, 2956.763, 0.5000
36, Laura Ludwig, Sara Niedrig, Antje Roder, Helke Claasen, 3043.237, 2956.763, 0.5000
37, Kathrine Maaseide, Susanne Glesnes, Daniela Gattelli, Giulia Momoli, 3043.237, 2956.763, 0.5000
38, Inese Jursone, Inguna Minusa, Imara Esteves Ribalta, Milagros Crespo, 3043.237, 2956.763, 0.5000
39, Carolina Salgado, Maria Clara Salgado, Natalie Cook, Tamsin Hinchley, 3043.237, 2956.763, 0.5000
40, Alexandra Moiseeva, Natalya Uryadova, Merel Mooren, Rebekka Kadijk, 3043.237, 2956.763, 0.5000
41, Chen Xue, Xi Zhang, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3054.590, 3031.884, 0.3781
42, Jia Tian, Jie Wang, Chiaki Kusuhara, Mika Teru Saiki, 3106.354, 3067.989, 0.4076
43, Hella Jurich, Rieke Brink-Abeler, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3092.053, 3000.789, 0.5092
44, Ingrid Torlen, Nila Ann Hakedal, Lu Wang, Man Zuo, 3096.426, 3001.401, 0.5163
45, Renata Ribeiro, Talita Antunes, Linjun Ji, Ying Zhang, 3101.926, 3039.475, 0.4538
46, Ana Paula Henkel, Leila Barros, Emilia Nystrom, Erika Nystrom, 3096.426, 3001.401, 0.5163
47, Kathrine Maaseide, Susanne Glesnes, Laura Ludwig, Sara Niedrig, 3086.474, 3000.000, 0.5000
48, Carolina Salgado, Maria Clara Salgado, Inese Jursone, Inguna Minusa, 3086.474, 3000.000, 0.5000
49, Chen Xue, Xi Zhang, Alexandra Moiseeva, Natalya Uryadova, 3096.426, 3001.401, 0.5163
50, Jia Tian, Jie Wang, Hella Jurich, Rieke Brink-Abeler, 3147.830, 3050.577, 0.5206
51, Renata Ribeiro, Talita Antunes, Ingrid Torlen, Nila Ann Hakedal, 3144.482, 3053.870, 0.5079
52, Ana Paula Henkel, Leila Barros, Kathrine Maaseide, Susanne Glesnes, 3138.434, 3044.467, 0.5143
53, Carolina Salgado, Maria Clara Salgado, Chen Xue, Xi Zhang, 3130.959, 3051.942, 0.4857
54, Renata Ribeiro, Talita Antunes, Jia Tian, Jie Wang, 3188.136, 3104.175, 0.4952
55, Ana Paula Henkel, Leila Barros, Carolina Salgado, Maria Clara Salgado, 3180.746, 3088.647, 0.5108
56, Doris Schwaiger, Stefanie Schwaiger, Bibiana Candelas, Mayra Garcia, 3018.579, 2980.719, 0.4066
57, Morgane Faure, Virginie Sarpaux, Daniela Gioria, Lucilla Perrotta, 3005.526, 2951.140, 0.4382
58, Tatiana Barrera, Virginie Kadjo, Hana Skalnikova, Tereza Petrova, 3066.304, 2922.343, 0.6065
59, Ilka Semmler, Katrin Holtwick, Marrit Leenstra, Sanne Keizer, 3066.961, 2927.620, 0.5983
60, Efthalia Koutroumanidou, Maria Tsiartsiani, Clara Lozano, Nadia Campisi, 3009.804, 2978.843, 0.3935
61, Daniela Gattelli, Giulia Momoli, Antje Roder, Helke Claasen, 3000.000, 2913.526, 0.5000
62, Natalie Cook, Tamsin Hinchley, Imara Esteves Ribalta, Milagros Crespo, 3000.000, 2913.526, 0.5000
63, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, Merel Mooren, Rebekka Kadijk, 3066.304, 2922.343, 0.6065
64, Doris Schwaiger, Stefanie Schwaiger, Alexandra Moiseeva, Natalya Uryadova, 3059.705, 2960.275, 0.5247
65, Morgane Faure, Virginie Sarpaux, Inese Jursone, Inguna Minusa, 3048.079, 2957.448, 0.5080
66, Laura Ludwig, Sara Niedrig, Tatiana Barrera, Virginie Kadjo, 3051.849, 3014.456, 0.4057
67, Ilka Semmler, Katrin Holtwick, Emilia Nystrom, Erika Nystrom, 3102.442, 2965.920, 0.5932
68, Linjun Ji, Ying Zhang, Efthalia Koutroumanidou, Maria Tsiartsiani, 3079.100, 2970.179, 0.5426
69, Lu Wang, Man Zuo, Daniela Gattelli, Giulia Momoli, 3044.464, 2956.937, 0.5020
70, Natalie Cook, Tamsin Hinchley, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3043.335, 2957.453, 0.4989
71, Chiaki Kusuhara, Mika Teru Saiki, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3111.017, 3023.277, 0.5024
72, Doris Schwaiger, Stefanie Schwaiger, Morgane Faure, Virginie Sarpaux, 3101.507, 3006.276, 0.5167
73, Laura Ludwig, Sara Niedrig, Ilka Semmler, Katrin Holtwick, 3101.597, 3052.694, 0.4277
74, Lu Wang, Man Zuo, Linjun Ji, Ying Zhang, 3092.115, 3031.450, 0.4503
75, Natalie Cook, Tamsin Hinchley, Chiaki Kusuhara, Mika Teru Saiki, 3095.370, 3058.982, 0.4038
76, Ingrid Torlen, Nila Ann Hakedal, Doris Schwaiger, Stefanie Schwaiger, 3103.227, 3052.151, 0.4319
77, Laura Ludwig, Sara Niedrig, Hella Jurich, Rieke Brink-Abeler, 3138.726, 3013.447, 0.5729
78, Chen Xue, Xi Zhang, Lu Wang, Man Zuo, 3100.315, 3043.741, 0.4424
79, Natalie Cook, Tamsin Hinchley, Kathrine Maaseide, Susanne Glesnes, 3132.513, 3007.324, 0.5727
80, Ingrid Torlen, Nila Ann Hakedal, Laura Ludwig, Sara Niedrig, 3150.990, 3090.963, 0.4491
81, Chen Xue, Xi Zhang, Natalie Cook, Tamsin Hinchley, 3147.649, 3085.179, 0.4538
82, Ingrid Torlen, Nila Ann Hakedal, Carolina Salgado, Maria Clara Salgado, 3186.832, 3052.805, 0.5888
83, Jia Tian, Jie Wang, Chen Xue, Xi Zhang, 3152.983, 3098.841, 0.4378
84, Ingrid Torlen, Nila Ann Hakedal, Renata Ribeiro, Talita Antunes, 3230.232, 3144.737, 0.4981
85, Jia Tian, Jie Wang, Ana Paula Henkel, Leila Barros, 3199.741, 3133.987, 0.4601
86, Renata Ribeiro, Talita Antunes, Ana Paula Henkel, Leila Barros, 3186.647, 3092.077, 0.5155
87, Jia Tian, Jie Wang, Ingrid Torlen, Nila Ann Hakedal, 3246.853, 3183.120, 0.4562
88, Agatha Bednarczuk, Shaylyn Bede, Carolina Salgado, Maria Clara Salgado, 3012.668, 2996.899, 0.3652
89, Agatha Bednarczuk, Shaylyn Bede, Ana Paula Henkel, Leila Barros, 3066.292, 3038.452, 0.3877
90, Caroline Fiset, Isabelle Rancourt, Anouk Boileau, Marie-Christine Mondor, 3038.029, 2918.734, 0.5619
91, Chelsea Grimson, Katherine Zakrzewski, Isabelle Czerveniak, Sara Pothaar, 3033.137, 2918.086, 0.5540
92, Ilka Semmler, Katrin Holtwick, Geeske Banck, Susanne Lahme, 3089.631, 2963.062, 0.5753
93, Miwa Asao, Takemi Nishibori, Miho Makabe, Sachie Oguri, 3043.237, 2956.763, 0.5000
94, Lim Poh Hong, Luk Teck Eng, Ayu Siam, Yokbeth Kapasiang, 3043.237, 2956.763, 0.5000
95, Bernadette Kiss, Regina Kiss, Luk Teng Kee, Manokharan Iswari, 3043.237, 2956.763, 0.5000
96, Becchara Palmer, Eileen Romanowski, Devota Rahawarin, Timy Yudhani Rahayu, 3024.350, 2954.032, 0.4689
97, Diane Pascua, Heidi Ilustre, Tanarattha Udomchavee, Varapatsorn Radarong, 3043.237, 2956.763, 0.5000
98, Bibiana Candelas, Mayra Garcia, Norma Escobedo Perez, Rosario Reyes, 3026.388, 2954.331, 0.4723
99, Beh Shun Thing, Luk Teck Hua, Ho Chin Ching, Tiffany Looi, 3043.237, 2956.763, 0.5000
100, Efthalia Koutroumanidou, Maria Tsiartsiani, Lim Poh Hong, Luk Teck Eng, 3022.940, 2990.476, 0.3964
101, Angelica Ljungquist, Karin Lundqvist, Chelsea Grimson, Katherine Zakrzewski, 3047.455, 2985.682, 0.4525
102, Tatiana Barrera, Virginie Kadjo, Isabelle Forrer, Sarah Schmocker, 3050.824, 2920.395, 0.5823
103, Eiko Koizumi, Shinako Tanaka, Inna Shmat, Natalia Stepanova, 3038.029, 2918.734, 0.5619
104, Marie-Andree Lessard, Sarah Maxwell, Bernadette Kiss, Regina Kiss, 3011.353, 2988.647, 0.3781
105, Clara Lozano, Nadia Campisi, Miwa Asao, Takemi Nishibori, 3030.435, 2991.646, 0.4084
106, Ilka Semmler, Katrin Holtwick, Agatha Bednarczuk, Shaylyn Bede, 3130.014, 3025.910, 0.5335
107, Marrit Leenstra, Sanne Keizer, Becchara Palmer, Eileen Romanowski, 2983.620, 2968.350, 0.3643
108, Diane Pascua, Heidi Ilustre, Linjun Ji, Ying Zhang, 3085.020, 2989.667, 0.5170
109, Heike Jensen, Summer Lochowicz, Kamoltip Kulna, Yupa Phokongploy, 3043.842, 2961.005, 0.4930
110, Janne Kongshavn, Kristine Wiig, Hiromi Suzuki, Satoko Urata, 3037.706, 2918.691, 0.5614
111, Daniela Gioria, Lucilla Perrotta, Bibiana Candelas, Mayra Garcia, 3004.198, 2973.330, 0.3934
112, Chiaki Kusuhara, Mika Teru Saiki, Caroline Fiset, Isabelle Rancourt, 3099.652, 2997.360, 0.5301
113, Denise Johns, Lucy Boulton, Mered de Vries, Patricia Labee, 3005.539, 2951.224, 0.4381
114, Annie Martin, Dana Cooke, Jarunee Sannok, Usa Tenpaksee, 3038.298, 2955.431, 0.4931
115, Lu Wang, Man Zuo, Beh Shun Thing, Luk Teck Hua, 3086.915, 3000.063, 0.5007
116, Efthalia Koutroumanidou, Maria Tsiartsiani, Angelica Ljungquist, Karin Lundqvist, 3069.280, 3001.115, 0.4648
117, Tatiana Barrera, Virginie Kadjo, Eiko Koizumi, Shinako Tanaka, 3092.483, 2996.369, 0.5184
118, Marie-Andree Lessard, Sarah Maxwell, Clara Lozano, Nadia Campisi, 3056.996, 2984.791, 0.4726
119, Ilka Semmler, Katrin Holtwick, Marrit Leenstra, Sanne Keizer, 3157.108, 2956.526, 0.6990
120, Diane Pascua, Heidi Ilustre, Heike Jensen, Summer Lochowicz, 3123.289, 3005.573, 0.5590
121, Daniela Gioria, Lucilla Perrotta, Janne Kongshavn, Kristine Wiig, 3051.702, 2990.203, 0.4519
122, Chiaki Kusuhara, Mika Teru Saiki, Denise Johns, Lucy Boulton, 3132.019, 2973.172, 0.6322
123, Annie Martin, Dana Cooke, Lu Wang, Man Zuo, 3087.785, 3037.429, 0.4305
124, Juliana Felisberta, Larissa Franca, Diane Pascua, Heidi Ilustre, 3059.691, 3063.598, 0.3297
125, Doris Schwaiger, Stefanie Schwaiger, Natalie Cook, Tamsin Hinchley, 3099.592, 3037.738, 0.4526
126, Marie-Andree Lessard, Sarah Maxwell, Angelina Scanlon, Shuqin Wu, 3093.443, 2963.553, 0.5813
127, Hella Jurich, Rieke Brink-Abeler, Tatiana Barrera, Virginie Kadjo, 3067.021, 3038.910, 0.3882
128, Ingrid Torlen, Nila Ann Hakedal, Ilka Semmler, Katrin Holtwick, 3223.182, 3117.046, 0.5374
129, Sabine Swoboda, Sara Montagnolli, Merel Mooren, Rebekka Kadijk, 3034.142, 2888.201, 0.6099
130, Chiaki Kusuhara, Mika Teru Saiki, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3156.505, 2932.967, 0.7320
131, Chen Xue, Xi Zhang, Annie Martin, Dana Cooke, 3140.713, 3045.912, 0.5159
132, Renata Ribeiro, Talita Antunes, Liesbet Van Breedam, Liesbeth Mouha, 3210.064, 2976.582, 0.7454
133, Laura Ludwig, Sara Niedrig, Morgane Faure, Virginie Sarpaux, 3124.340, 2972.899, 0.6195
134, Emilia Nystrom, Erika Nystrom, Imara Esteves Ribalta, Milagros Crespo, 3002.892, 2876.554, 0.5748
135, Adriana Behar, Shelda Bede, Daniela Gioria, Lucilla Perrotta, 3049.895, 3001.806, 0.4261
136, Okka Rau, Stephanie Pohl, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3046.181, 2977.096, 0.4666
137, Kathrine Maaseide, Susanne Glesnes, Efthalia Koutroumanidou, Maria Tsiartsiani, 3058.588, 3018.016, 0.4118
138, Vasiliki Arvaniti, Vasso Karadassiou, Hana Skalnikova, Tereza Petrova, 3034.142, 2888.201, 0.6099
139, Jia Tian, Jie Wang, Hui Yu Phang, Shiang Theng Tan, 3265.396, 2981.457, 0.8055
140, Juliana Felisberta, Larissa Franca, Doris Schwaiger, Stefanie Schwaiger, 3108.029, 3051.254, 0.4428
141, Hella Jurich, Rieke Brink-Abeler, Marie-Andree Lessard, Sarah Maxwell, 3113.607, 3046.857, 0.4620
142, Ingrid Torlen, Nila Ann Hakedal, Sabine Swoboda, Sara Montagnolli, 3246.391, 3010.932, 0.7480
143, Chen Xue, Xi Zhang, Chiaki Kusuhara, Mika Teru Saiki, 3185.938, 3111.280, 0.4773
144, Renata Ribeiro, Talita Antunes, Laura Ludwig, Sara Niedrig, 3243.329, 3091.075, 0.6209
145, Adriana Behar, Shelda Bede, Emilia Nystrom, Erika Nystrom, 3087.488, 2965.300, 0.5672
146, Okka Rau, Stephanie Pohl, Kathrine Maaseide, Susanne Glesnes, 3090.976, 3013.793, 0.4822
147, Jia Tian, Jie Wang, Vasiliki Arvaniti, Vasso Karadassiou, 3285.130, 3014.408, 0.7910
148, Juliana Felisberta, Larissa Franca, Hella Jurich, Rieke Brink-Abeler, 3151.963, 3069.673, 0.4920
149, Chen Xue, Xi Zhang, Ingrid Torlen, Nila Ann Hakedal, 3237.000, 3195.329, 0.4139
150, Renata Ribeiro, Talita Antunes, Adriana Behar, Shelda Bede, 3269.530, 3061.286, 0.7104
151, Jia Tian, Jie Wang, Okka Rau, Stephanie Pohl, 3307.898, 3068.207, 0.7536
152, Juliana Felisberta, Larissa Franca, Chen Xue, Xi Zhang, 3206.357, 3182.607, 0.3800
153, Jia Tian, Jie Wang, Renata Ribeiro, Talita Antunes, 3346.496, 3230.932, 0.5550
154, Natalie Cook, Tamsin Hinchley, Diane Pascua, Heidi Ilustre, 3084.252, 3017.085, 0.4629
155, Tatiana Barrera, Virginie Kadjo, Angelina Scanlon, Shuqin Wu, 3073.304, 2929.159, 0.6068
156, Merel Mooren, Rebekka Kadijk, Ilka Semmler, Katrin Holtwick, 2962.581, 3042.667, 0.2113
157, Dalixia Fernandez Grasset, Tamara Larrea Peraza, Annie Martin, Dana Cooke, 2991.215, 2987.664, 0.3430
158, Morgane Faure, Virginie Sarpaux, Liesbet Van Breedam, Liesbeth Mouha, 3016.596, 2932.886, 0.4947
159, Imara Esteves Ribalta, Milagros Crespo, Daniela Gioria, Lucilla Perrotta, 2936.519, 2941.841, 0.3272
160, Efthalia Koutroumanidou, Maria Tsiartsiani, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3056.315, 2938.796, 0.5586
161, Hana Skalnikova, Tereza Petrova, Hui Yu Phang, Shiang Theng Tan, 2943.723, 2925.936, 0.3689
162, Natalie Cook, Tamsin Hinchley, Vasiliki Arvaniti, Vasso Karadassiou, 3119.255, 2979.404, 0.5992
163, Kathrine Maaseide, Susanne Glesnes, Tatiana Barrera, Virginie Kadjo, 3064.729, 3022.367, 0.4152
164, Merel Mooren, Rebekka Kadijk, Emilia Nystrom, Erika Nystrom, 3006.157, 2921.723, 0.4961
165, Dalixia Fernandez Grasset, Tamara Larrea Peraza, Laura Ludwig, Sara Niedrig, 3047.648, 3034.643, 0.3601
166, Chiaki Kusuhara, Mika Teru Saiki, Morgane Faure, Virginie Sarpaux, 3143.587, 2984.290, 0.6330
167, Imara Esteves Ribalta, Milagros Crespo, Sabine Swoboda, Sara Montagnolli, 2989.464, 2957.987, 0.3945
168, Efthalia Koutroumanidou, Maria Tsiartsiani, Marie-Andree Lessard, Sarah Maxwell, 3098.384, 3004.789, 0.5136
169, Doris Schwaiger, Stefanie Schwaiger, Hana Skalnikova, Tereza Petrova, 3082.214, 2912.762, 0.6500
170, Natalie Cook, Tamsin Hinchley, Kathrine Maaseide, Susanne Glesnes, 3155.983, 3028.001, 0.5778
171, Merel Mooren, Rebekka Kadijk, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3054.704, 2999.101, 0.4406
172, Imara Esteves Ribalta, Milagros Crespo, Chiaki Kusuhara, Mika Teru Saiki, 3053.481, 3079.570, 0.2917
173, Doris Schwaiger, Stefanie Schwaiger, Efthalia Koutroumanidou, Maria Tsiartsiani, 3127.486, 3053.111, 0.4767
174, Ingrid Torlen, Nila Ann Hakedal, Natalie Cook, Tamsin Hinchley, 3233.812, 3117.500, 0.5564
175, Merel Mooren, Rebekka Kadijk, Hella Jurich, Rieke Brink-Abeler, 3099.823, 3024.553, 0.4785
176, Imara Esteves Ribalta, Milagros Crespo, Okka Rau, Stephanie Pohl, 3098.570, 3023.118, 0.4788
177, Adriana Behar, Shelda Bede, Doris Schwaiger, Stefanie Schwaiger, 3113.121, 3075.652, 0.4059
178, Ingrid Torlen, Nila Ann Hakedal, Merel Mooren, Rebekka Kadijk, 3262.107, 3071.529, 0.6838
179, Adriana Behar, Shelda Bede, Imara Esteves Ribalta, Milagros Crespo, 3154.566, 3057.124, 0.5209
180, Renata Ribeiro, Talita Antunes, Ingrid Torlen, Nila Ann Hakedal, 3278.133, 3214.906, 0.4553
181, Chen Xue, Xi Zhang, Adriana Behar, Shelda Bede, 3222.427, 3114.747, 0.5403
182, Renata Ribeiro, Talita Antunes, Juliana Felisberta, Larissa Franca, 3312.922, 3171.567, 0.6018
183, Jia Tian, Jie Wang, Chen Xue, Xi Zhang, 3375.774, 3193.149, 0.6713
184, Chen Xue, Xi Zhang, Juliana Felisberta, Larissa Franca, 3233.743, 3130.974, 0.5310
185, Renata Ribeiro, Talita Antunes, Jia Tian, Jie Wang, 3364.306, 3324.389, 0.4105
186, Ana Paula Henkel, Leila Barros, Carolina Salgado, Maria Clara Salgado, 3076.678, 2958.674, 0.5595
187, Miwa Asao, Takemi Nishibori, Miho Makabe, Sachie Oguri, 3030.654, 2917.755, 0.5500
188, Caroline Fiset, Isabelle Rancourt, Anouk Boileau, Marie-Christine Mondor, 3031.395, 2884.698, 0.6113
189, Isabelle Czerveniak, Sara Pothaar, Chelsea Grimson, Katherine Zakrzewski, 2970.109, 2933.659, 0.4039
190, Annie Martin, Dana Cooke, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3025.042, 2901.419, 0.5699
191, Bibiana Candelas, Mayra Garcia, Tatiana Barrera, Virginie Kadjo, 3022.872, 2972.825, 0.4299
192, Eiko Koizumi, Shinako Tanaka, Diane Pascua, Heidi Ilustre, 3042.222, 2971.232, 0.4702
193, Marrit Leenstra, Sanne Keizer, Norma Escobedo Perez, Rosario Reyes, 2999.490, 2911.366, 0.5032
194, Clara Lozano, Nadia Campisi, Denise Johns, Lucy Boulton, 3026.594, 2931.369, 0.5167
195, Heike Jensen, Summer Lochowicz, Miwa Asao, Takemi Nishibori, 3051.986, 2984.241, 0.4640
196, Liesbet Van Breedam, Liesbeth Mouha, Jarunee Sannok, Usa Tenpaksee, 2978.973, 2909.344, 0.4676
197, Isabelle Forrer, Sarah Schmocker, Hiromi Suzuki, Satoko Urata, 2963.420, 2875.666, 0.5025
198, Marie-Andree Lessard, Sarah Maxwell, Isabelle Czerveniak, Sara Pothaar, 3043.821, 2931.077, 0.5497
199, Chiaki Kusuhara, Mika Teru Saiki, Becchara Palmer, Eileen Romanowski, 3110.150, 2937.770, 0.6548
200, Giulia Momoli, Lucilla Perrotta, Caroline Fiset, Isabelle Rancourt, 3003.368, 2977.416, 0.3841
201, Angelica Ljungquist, Karin Lundqvist, Kamoltip Kulna, Yupa Phokongploy, 3039.509, 2922.611, 0.5575
202, Ana Paula Henkel, Leila Barros, Annie Martin, Dana Cooke, 3113.737, 2987.983, 0.5738
203, Bibiana Candelas, Mayra Garcia, Eiko Koizumi, Shinako Tanaka, 3068.550, 2996.544, 0.4722
204, Marrit Leenstra, Sanne Keizer, Clara Lozano, Nadia Campisi, 3046.164, 2979.921, 0.4611
205, Linjun Ji, Ying Zhang, Heike Jensen, Summer Lochowicz, 3040.980, 3000.673, 0.4113
206, Lu Wang, Man Zuo, Liesbet Van Breedam, Liesbeth Mouha, 3073.710, 2942.692, 0.5833
207, Marie-Andree Lessard, Sarah Maxwell, Isabelle Forrer, Sarah Schmocker, 3077.663, 2929.578, 0.6137
208, Chiaki Kusuhara, Mika Teru Saiki, Giulia Momoli, Lucilla Perrotta, 3141.188, 2972.330, 0.6490
209, Efthalia Koutroumanidou, Maria Tsiartsiani, Angelica Ljungquist, Karin Lundqvist, 3094.672, 2997.948, 0.5196
210, Jia Tian, Jie Wang, Mi-Hwa Yu, Seol-Yi Kim, 3337.747, 2986.643, 0.8661
211, Doris Schwaiger, Stefanie Schwaiger, Sabine Swoboda, Sara Montagnolli, 3105.574, 2928.065, 0.6631
212, Marrit Leenstra, Sanne Keizer, Eun-Kyoung Lee, Meong-Hee Lee, 3083.854, 2962.311, 0.5660
213, Imara Esteves Ribalta, Milagros Crespo, Emilia Nystrom, Erika Nystrom, 3085.281, 2893.567, 0.6856
214, Ana Paula Henkel, Leila Barros, Agatha Bednarczuk, Shaylyn Bede, 3146.775, 2992.872, 0.6238
215, Laura Ludwig, Sara Niedrig, Hana Skalnikova, Tereza Petrova, 3064.140, 2883.266, 0.6685
216, Merel Mooren, Rebekka Kadijk, Geeske Banck, Susanne Lahme, 3102.392, 2932.199, 0.6512
217, Chen Xue, Xi Zhang, Marie-Andree Lessard, Sarah Maxwell, 3259.922, 3051.484, 0.7106
218, Renata Ribeiro, Talita Antunes, Mered de Vries, Patricia Labee, 3373.165, 2942.364, 0.9151
219, Natalie Cook, Tamsin Hinchley, Morgane Faure, Virginie Sarpaux, 3145.871, 2955.919, 0.6828
220, Lu Wang, Man Zuo, Kathrine Maaseide, Susanne Glesnes, 3111.452, 2990.259, 0.5654
221, Efthalia Koutroumanidou, Maria Tsiartsiani, Ingrid Torlen, Nila Ann Hakedal, 3153.937, 3155.642, 0.3336
222, Adriana Behar, Shelda Bede, Linjun Ji, Ying Zhang, 3149.316, 3006.410, 0.6046
223, Vasiliki Arvaniti, Vasso Karadassiou, Hella Jurich, Rieke Brink-Abeler, 3028.433, 2975.525, 0.4354
224, Chiaki Kusuhara, Mika Teru Saiki, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3168.695, 2971.593, 0.6938
225, Juliana Felisberta, Larissa Franca, Bibiana Candelas, Mayra Garcia, 3166.807, 3032.717, 0.5889
226, Jia Tian, Jie Wang, Doris Schwaiger, Stefanie Schwaiger, 3357.409, 3085.912, 0.7919
227, Imara Esteves Ribalta, Milagros Crespo, Marrit Leenstra, Sanne Keizer, 3128.340, 3040.794, 0.5021
228, Ana Paula Henkel, Leila Barros, Laura Ludwig, Sara Niedrig, 3180.374, 3030.541, 0.6167
229, Chen Xue, Xi Zhang, Merel Mooren, Rebekka Kadijk, 3285.966, 3076.349, 0.7123
230, Natalie Cook, Tamsin Hinchley, Renata Ribeiro, Talita Antunes, 3220.040, 3298.996, 0.2128
231, Lu Wang, Man Zuo, Efthalia Koutroumanidou, Maria Tsiartsiani, 3160.130, 3105.259, 0.4392
232, Adriana Behar, Shelda Bede, Vasiliki Arvaniti, Vasso Karadassiou, 3178.913, 2998.835, 0.6673
233, Juliana Felisberta, Larissa Franca, Chiaki Kusuhara, Mika Teru Saiki, 3210.279, 3125.223, 0.4973
234, Jia Tian, Jie Wang, Imara Esteves Ribalta, Milagros Crespo, 3377.314, 3108.436, 0.7890
235, Ana Paula Henkel, Leila Barros, Chen Xue, Xi Zhang, 3237.600, 3228.740, 0.3526
