game, current_winner1, current_winner2, current_loser1, current_loser2, winner_mean, loser_mean, phat
 1, Annie Martin, Dana Cooke, Anouk Boileau, Marie-Christine Mondor, 3099.016, 2900.984, 0.5000
 2, Chelsea Grimson, Katherine Zakrzewski, Lily Markovic, Rebecca Moskowitz, 3099.016, 2900.984, 0.5000
 3, Asta Baltakys, Bryce Barry, Isabelle Czerveniak, Sara Pothaar, 3099.016, 2900.984, 0.5000
 4, Eydis Dalen, Kristine Wiig, Annie Martin, Dana Cooke, 3137.700, 2980.937, 0.3612
 5, Heike Jensen, Summer Lochowicz, Natalya Shumeyko, Viktoriya Tarasova, 3099.016, 2900.984, 0.5000
 6, Clara Lozano, Nadia Campisi, Ester Alcon, Olga Matveeva, 3099.016, 2900.984, 0.5000
 7, Chiaki Kusuhara, Mika Teru Saiki, Jieqiong Jin, Zhongji Jiang, 3099.016, 2900.984, 0.5000
 8, Liesbet Van Breedam, Liesbeth Mouha, Isabelle Forrer, Sarah Schmocker, 3099.016, 2900.984, 0.5000
 9, Ilka Semmler, Katrin Holtwick, Agatha Bednarczuk, Shaylyn Bede, 3099.016, 2900.984, 0.5000
10, Eiko Koizumi, Shinako Tanaka, Anna Hu, Yang Li, 3099.016, 2900.984, 0.5000
11, Bibiana Candelas, Mayra Garcia, Marie-Andree Lessard, Sarah Maxwell, 3099.016, 2900.984, 0.5000
12, Kamoltip Kulna, Yupa Phokongploy, Asta Baltakys, Bryce Barry, 3137.700, 2980.937, 0.3612
13, Galyna Osheyko, Svitlana Baburina, Denise Johns, Lucy Boulton, 3099.016, 2900.984, 0.5000
14, Tatiana Barrera, Virginie Kadjo, Alice Rohkamper, Eileen Romanowski, 3099.016, 2900.984, 0.5000
15, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, Hiromi Suzuki, Satoko Urata, 3099.016, 2900.984, 0.5000
16, Muriel Graessli, Nadia Erni, Inna Shmat, Natalia Stepanova, 3099.016, 2900.984, 0.5000
17, Jarunee Sannok, Usa Tenpaksee, Chelsea Grimson, Katherine Zakrzewski, 3137.700, 2980.937, 0.3612
18, Linjun Ji, Ying Zhang, Eydis Dalen, Kristine Wiig, 3154.203, 3005.574, 0.3116
19, Clara Lozano, Nadia Campisi, Heike Jensen, Summer Lochowicz, 3191.428, 3006.604, 0.5000
20, Chiaki Kusuhara, Mika Teru Saiki, Liesbet Van Breedam, Liesbeth Mouha, 3191.428, 3006.604, 0.5000
21, Ilka Semmler, Katrin Holtwick, Eiko Koizumi, Shinako Tanaka, 3191.428, 3006.604, 0.5000
22, Bibiana Candelas, Mayra Garcia, Kamoltip Kulna, Yupa Phokongploy, 3202.372, 3034.425, 0.4446
23, Tatiana Barrera, Virginie Kadjo, Galyna Osheyko, Svitlana Baburina, 3191.428, 3006.604, 0.5000
24, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, Muriel Graessli, Nadia Erni, 3191.428, 3006.604, 0.5000
25, Daniela Gioria, Lucilla Perrotta, Jarunee Sannok, Usa Tenpaksee, 3154.203, 3005.574, 0.3116
26, Jia Tian, Jie Wang, Bibiana Candelas, Mayra Garcia, 3190.985, 3060.260, 0.2378
27, Chiaki Kusuhara, Mika Teru Saiki, Doris Schwaiger, Stefanie Schwaiger, 3237.205, 2938.428, 0.7506
28, Dalixia Fernandez Grasset, Tamara Larrea Peraza, Morgane Faure, Virginie Sarpaux, 3099.016, 2900.984, 0.5000
29, Hella Jurich, Rieke Brink-Abeler, Daniela Gioria, Lucilla Perrotta, 3161.545, 3014.999, 0.2916
30, Ingrid Torlen, Nila Ann Hakedal, Tatiana Barrera, Virginie Kadjo, 3185.334, 3053.639, 0.2494
31, Lu Wang, Man Zuo, Hana Skalnikova, Tereza Petrova, 3099.016, 2900.984, 0.5000
32, Linjun Ji, Ying Zhang, Marrit Leenstra, Sanne Keizer, 3211.502, 2933.506, 0.7084
33, Renata Ribeiro, Talita Antunes, Ilka Semmler, Katrin Holtwick, 3185.334, 3053.639, 0.2494
34, Ana Paula Henkel, Leila Barros, Clara Lozano, Nadia Campisi, 3185.334, 3053.639, 0.2494
35, Emilia Nystrom, Erika Nystrom, Efthalia Koutroumanidou, Maria Tsiartsiani, 3099.016, 2900.984, 0.5000
36, Laura Ludwig, Sara Niedrig, Antje Roder, Helke Claasen, 3099.016, 2900.984, 0.5000
37, Kathrine Maaseide, Susanne Glesnes, Daniela Gattelli, Giulia Momoli, 3099.016, 2900.984, 0.5000
38, Inese Jursone, Inguna Minusa, Imara Esteves Ribalta, Milagros Crespo, 3099.016, 2900.984, 0.5000
39, Carolina Salgado, Maria Clara Salgado, Natalie Cook, Tamsin Hinchley, 3099.016, 2900.984, 0.5000
40, Alexandra Moiseeva, Natalya Uryadova, Merel Mooren, Rebekka Kadijk, 3099.016, 2900.984, 0.5000
41, Chen Xue, Xi Zhang, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3185.334, 3053.639, 0.2494
42, Jia Tian, Jie Wang, Chiaki Kusuhara, Mika Teru Saiki, 3304.175, 3149.974, 0.4339
43, Hella Jurich, Rieke Brink-Abeler, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3239.265, 3021.918, 0.5890
44, Ingrid Torlen, Nila Ann Hakedal, Lu Wang, Man Zuo, 3258.114, 3027.031, 0.6217
45, Renata Ribeiro, Talita Antunes, Linjun Ji, Ying Zhang, 3288.880, 3120.609, 0.4624
46, Ana Paula Henkel, Leila Barros, Emilia Nystrom, Erika Nystrom, 3258.114, 3027.031, 0.6217
47, Kathrine Maaseide, Susanne Glesnes, Laura Ludwig, Sara Niedrig, 3191.428, 3006.604, 0.5000
48, Carolina Salgado, Maria Clara Salgado, Inese Jursone, Inguna Minusa, 3191.428, 3006.604, 0.5000
49, Chen Xue, Xi Zhang, Alexandra Moiseeva, Natalya Uryadova, 3258.114, 3027.031, 0.6217
50, Jia Tian, Jie Wang, Hella Jurich, Rieke Brink-Abeler, 3375.733, 3167.313, 0.5923
51, Renata Ribeiro, Talita Antunes, Ingrid Torlen, Nila Ann Hakedal, 3367.836, 3178.464, 0.5442
52, Ana Paula Henkel, Leila Barros, Kathrine Maaseide, Susanne Glesnes, 3330.021, 3120.531, 0.5948
53, Carolina Salgado, Maria Clara Salgado, Chen Xue, Xi Zhang, 3295.501, 3152.557, 0.4052
54, Renata Ribeiro, Talita Antunes, Jia Tian, Jie Wang, 3450.416, 3293.115, 0.4886
55, Ana Paula Henkel, Leila Barros, Carolina Salgado, Maria Clara Salgado, 3403.669, 3222.745, 0.5495
56, Doris Schwaiger, Stefanie Schwaiger, Bibiana Candelas, Mayra Garcia, 3078.606, 2951.650, 0.3315
57, Morgane Faure, Virginie Sarpaux, Daniela Gioria, Lucilla Perrotta, 3033.309, 2897.562, 0.3416
58, Tatiana Barrera, Virginie Kadjo, Hana Skalnikova, Tereza Petrova, 3102.853, 2837.991, 0.7066
59, Ilka Semmler, Katrin Holtwick, Marrit Leenstra, Sanne Keizer, 3107.698, 2863.753, 0.6663
60, Efthalia Koutroumanidou, Maria Tsiartsiani, Clara Lozano, Nadia Campisi, 3052.664, 2935.137, 0.2934
61, Daniela Gattelli, Giulia Momoli, Antje Roder, Helke Claasen, 2993.396, 2808.572, 0.5000
62, Natalie Cook, Tamsin Hinchley, Imara Esteves Ribalta, Milagros Crespo, 2993.396, 2808.572, 0.5000
63, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, Merel Mooren, Rebekka Kadijk, 3102.853, 2837.991, 0.7066
64, Doris Schwaiger, Stefanie Schwaiger, Alexandra Moiseeva, Natalya Uryadova, 3153.403, 2952.629, 0.5737
65, Morgane Faure, Virginie Sarpaux, Inese Jursone, Inguna Minusa, 3113.351, 2926.829, 0.5384
66, Laura Ludwig, Sara Niedrig, Tatiana Barrera, Virginie Kadjo, 3125.606, 3006.352, 0.3649
67, Ilka Semmler, Katrin Holtwick, Emilia Nystrom, Erika Nystrom, 3165.495, 2955.127, 0.6140
68, Linjun Ji, Ying Zhang, Efthalia Koutroumanidou, Maria Tsiartsiani, 3185.893, 2979.701, 0.5966
69, Lu Wang, Man Zuo, Daniela Gattelli, Giulia Momoli, 3105.577, 2915.227, 0.5483
70, Natalie Cook, Tamsin Hinchley, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3086.931, 2928.137, 0.4590
71, Chiaki Kusuhara, Mika Teru Saiki, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3216.759, 3035.405, 0.5674
72, Doris Schwaiger, Stefanie Schwaiger, Morgane Faure, Virginie Sarpaux, 3225.622, 3041.660, 0.5574
73, Laura Ludwig, Sara Niedrig, Ilka Semmler, Katrin Holtwick, 3219.476, 3087.699, 0.4428
74, Lu Wang, Man Zuo, Linjun Ji, Ying Zhang, 3209.192, 3091.852, 0.3864
75, Natalie Cook, Tamsin Hinchley, Chiaki Kusuhara, Mika Teru Saiki, 3207.832, 3118.075, 0.3214
76, Ingrid Torlen, Nila Ann Hakedal, Doris Schwaiger, Stefanie Schwaiger, 3273.850, 3141.509, 0.4325
77, Laura Ludwig, Sara Niedrig, Hella Jurich, Rieke Brink-Abeler, 3281.895, 3095.547, 0.5745
78, Chen Xue, Xi Zhang, Lu Wang, Man Zuo, 3250.782, 3123.178, 0.4192
79, Natalie Cook, Tamsin Hinchley, Kathrine Maaseide, Susanne Glesnes, 3264.684, 3056.359, 0.6231
80, Ingrid Torlen, Nila Ann Hakedal, Laura Ludwig, Sara Niedrig, 3353.263, 3211.771, 0.4884
81, Chen Xue, Xi Zhang, Natalie Cook, Tamsin Hinchley, 3331.484, 3192.727, 0.4800
82, Ingrid Torlen, Nila Ann Hakedal, Carolina Salgado, Maria Clara Salgado, 3399.995, 3170.462, 0.6795
83, Jia Tian, Jie Wang, Chen Xue, Xi Zhang, 3379.269, 3254.453, 0.4450
84, Ingrid Torlen, Nila Ann Hakedal, Renata Ribeiro, Talita Antunes, 3473.594, 3359.648, 0.4279
85, Jia Tian, Jie Wang, Ana Paula Henkel, Leila Barros, 3452.871, 3320.224, 0.4649
86, Renata Ribeiro, Talita Antunes, Ana Paula Henkel, Leila Barros, 3422.316, 3256.981, 0.5565
87, Jia Tian, Jie Wang, Ingrid Torlen, Nila Ann Hakedal, 3524.210, 3408.034, 0.4702
88, Agatha Bednarczuk, Shaylyn Bede, Carolina Salgado, Maria Clara Salgado, 3114.418, 3041.295, 0.1749
89, Agatha Bednarczuk, Shaylyn Bede, Ana Paula Henkel, Leila Barros, 3258.982, 3168.886, 0.3056
90, Caroline Fiset, Isabelle Rancourt, Anouk Boileau, Marie-Christine Mondor, 3077.875, 2834.206, 0.6388
91, Chelsea Grimson, Katherine Zakrzewski, Isabelle Czerveniak, Sara Pothaar, 3047.547, 2825.052, 0.6131
92, Ilka Semmler, Katrin Holtwick, Geeske Banck, Susanne Lahme, 3131.446, 2909.927, 0.6236
93, Miwa Asao, Takemi Nishibori, Miho Makabe, Sachie Oguri, 3099.016, 2900.984, 0.5000
94, Lim Poh Hong, Luk Teck Eng, Ayu Siam, Yokbeth Kapasiang, 3099.016, 2900.984, 0.5000
95, Bernadette Kiss, Regina Kiss, Luk Teng Kee, Manokharan Iswari, 3099.016, 2900.984, 0.5000
96, Becchara Palmer, Eileen Romanowski, Devota Rahawarin, Timy Yudhani Rahayu, 3058.863, 2883.316, 0.4292
97, Diane Pascua, Heidi Ilustre, Tanarattha Udomchavee, Varapatsorn Radarong, 3099.016, 2900.984, 0.5000
98, Bibiana Candelas, Mayra Garcia, Norma Escobedo Perez, Rosario Reyes, 3028.953, 2871.615, 0.4309
99, Beh Shun Thing, Luk Teck Hua, Ho Chin Ching, Tiffany Looi, 3099.016, 2900.984, 0.5000
100, Efthalia Koutroumanidou, Maria Tsiartsiani, Lim Poh Hong, Luk Teck Eng, 3085.583, 2960.185, 0.3347
101, Angelica Ljungquist, Karin Lundqvist, Chelsea Grimson, Katherine Zakrzewski, 3125.620, 2964.159, 0.4320
102, Tatiana Barrera, Virginie Kadjo, Isabelle Forrer, Sarah Schmocker, 3054.015, 2825.545, 0.6472
103, Eiko Koizumi, Shinako Tanaka, Inna Shmat, Natalia Stepanova, 3067.910, 2830.274, 0.6475
104, Marie-Andree Lessard, Sarah Maxwell, Bernadette Kiss, Regina Kiss, 3064.060, 2935.940, 0.2423
105, Clara Lozano, Nadia Campisi, Miwa Asao, Takemi Nishibori, 3047.352, 2939.409, 0.2802
106, Ilka Semmler, Katrin Holtwick, Agatha Bednarczuk, Shaylyn Bede, 3215.951, 3132.844, 0.3243
107, Marrit Leenstra, Sanne Keizer, Becchara Palmer, Eileen Romanowski, 3011.411, 2900.381, 0.2454
108, Diane Pascua, Heidi Ilustre, Linjun Ji, Ying Zhang, 3199.713, 3029.397, 0.5103
109, Heike Jensen, Summer Lochowicz, Kamoltip Kulna, Yupa Phokongploy, 3100.007, 2941.004, 0.4600
110, Janne Kongshavn, Kristine Wiig, Hiromi Suzuki, Satoko Urata, 3073.054, 2832.331, 0.6425
111, Daniela Gioria, Lucilla Perrotta, Bibiana Candelas, Mayra Garcia, 3021.543, 2928.689, 0.3194
112, Chiaki Kusuhara, Mika Teru Saiki, Caroline Fiset, Isabelle Rancourt, 3170.551, 2984.841, 0.5576
113, Denise Johns, Lucy Boulton, Mered de Vries, Patricia Labee, 3019.063, 2862.300, 0.3612
114, Annie Martin, Dana Cooke, Jarunee Sannok, Usa Tenpaksee, 3073.947, 2912.186, 0.4646
115, Lu Wang, Man Zuo, Beh Shun Thing, Luk Teck Hua, 3181.461, 3002.708, 0.5347
116, Efthalia Koutroumanidou, Maria Tsiartsiani, Angelica Ljungquist, Karin Lundqvist, 3163.446, 3013.744, 0.4426
117, Tatiana Barrera, Virginie Kadjo, Eiko Koizumi, Shinako Tanaka, 3121.093, 2978.434, 0.4800
118, Marie-Andree Lessard, Sarah Maxwell, Clara Lozano, Nadia Campisi, 3153.377, 2982.909, 0.5240
119, Ilka Semmler, Katrin Holtwick, Marrit Leenstra, Sanne Keizer, 3245.427, 2963.456, 0.7645
120, Diane Pascua, Heidi Ilustre, Heike Jensen, Summer Lochowicz, 3265.445, 3041.397, 0.6397
121, Daniela Gioria, Lucilla Perrotta, Janne Kongshavn, Kristine Wiig, 3105.327, 2966.096, 0.4264
122, Chiaki Kusuhara, Mika Teru Saiki, Denise Johns, Lucy Boulton, 3206.784, 2957.482, 0.7052
123, Annie Martin, Dana Cooke, Lu Wang, Man Zuo, 3191.149, 3097.404, 0.3500
124, Juliana Felisberta, Larissa Franca, Diane Pascua, Heidi Ilustre, 3231.053, 3117.051, 0.1783
125, Doris Schwaiger, Stefanie Schwaiger, Natalie Cook, Tamsin Hinchley, 3225.297, 3117.463, 0.4268
126, Marie-Andree Lessard, Sarah Maxwell, Angelina Scanlon, Shuqin Wu, 3199.778, 2929.439, 0.7074
127, Hella Jurich, Rieke Brink-Abeler, Tatiana Barrera, Virginie Kadjo, 3181.035, 3055.108, 0.4633
128, Ingrid Torlen, Nila Ann Hakedal, Ilka Semmler, Katrin Holtwick, 3443.688, 3210.095, 0.7183
129, Sabine Swoboda, Sara Montagnolli, Merel Mooren, Rebekka Kadijk, 3067.075, 2787.842, 0.7176
130, Chiaki Kusuhara, Mika Teru Saiki, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3229.482, 2891.987, 0.8326
131, Chen Xue, Xi Zhang, Annie Martin, Dana Cooke, 3307.158, 3125.560, 0.5901
132, Renata Ribeiro, Talita Antunes, Liesbet Van Breedam, Liesbeth Mouha, 3436.637, 2983.589, 0.9163
133, Laura Ludwig, Sara Niedrig, Morgane Faure, Virginie Sarpaux, 3249.379, 2994.684, 0.7270
134, Emilia Nystrom, Erika Nystrom, Imara Esteves Ribalta, Milagros Crespo, 3005.926, 2750.657, 0.6992
135, Adriana Behar, Shelda Bede, Daniela Gioria, Lucilla Perrotta, 3154.459, 3022.675, 0.3529
136, Okka Rau, Stephanie Pohl, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3126.329, 2967.632, 0.4492
137, Kathrine Maaseide, Susanne Glesnes, Efthalia Koutroumanidou, Maria Tsiartsiani, 3159.989, 3068.606, 0.3506
138, Vasiliki Arvaniti, Vasso Karadassiou, Hana Skalnikova, Tereza Petrova, 3067.075, 2787.842, 0.7176
139, Jia Tian, Jie Wang, Hui Yu Phang, Shiang Theng Tan, 3531.932, 2981.601, 0.9534
140, Juliana Felisberta, Larissa Franca, Doris Schwaiger, Stefanie Schwaiger, 3336.454, 3169.405, 0.5083
141, Hella Jurich, Rieke Brink-Abeler, Marie-Andree Lessard, Sarah Maxwell, 3253.021, 3116.408, 0.4731
142, Ingrid Torlen, Nila Ann Hakedal, Sabine Swoboda, Sara Montagnolli, 3456.810, 3035.706, 0.8973
143, Chen Xue, Xi Zhang, Chiaki Kusuhara, Mika Teru Saiki, 3357.627, 3183.437, 0.6100
144, Renata Ribeiro, Talita Antunes, Laura Ludwig, Sara Niedrig, 3472.839, 3214.691, 0.7461
145, Adriana Behar, Shelda Bede, Emilia Nystrom, Erika Nystrom, 3219.079, 2961.055, 0.7016
146, Okka Rau, Stephanie Pohl, Kathrine Maaseide, Susanne Glesnes, 3238.154, 3090.808, 0.4517
147, Jia Tian, Jie Wang, Vasiliki Arvaniti, Vasso Karadassiou, 3542.058, 3045.839, 0.9356
148, Juliana Felisberta, Larissa Franca, Hella Jurich, Rieke Brink-Abeler, 3411.137, 3206.563, 0.6178
149, Chen Xue, Xi Zhang, Ingrid Torlen, Nila Ann Hakedal, 3436.246, 3386.148, 0.3610
150, Renata Ribeiro, Talita Antunes, Adriana Behar, Shelda Bede, 3497.172, 3175.629, 0.8116
151, Jia Tian, Jie Wang, Okka Rau, Stephanie Pohl, 3561.913, 3202.627, 0.8519
152, Juliana Felisberta, Larissa Franca, Chen Xue, Xi Zhang, 3507.242, 3383.371, 0.4639
153, Jia Tian, Jie Wang, Renata Ribeiro, Talita Antunes, 3609.795, 3448.399, 0.5921
154, Natalie Cook, Tamsin Hinchley, Diane Pascua, Heidi Ilustre, 3175.794, 3035.569, 0.5006
155, Tatiana Barrera, Virginie Kadjo, Angelina Scanlon, Shuqin Wu, 3090.475, 2855.301, 0.6734
156, Merel Mooren, Rebekka Kadijk, Ilka Semmler, Katrin Holtwick, 3023.764, 3084.305, 0.0809
157, Dalixia Fernandez Grasset, Tamara Larrea Peraza, Annie Martin, Dana Cooke, 3038.839, 2998.478, 0.2068
158, Morgane Faure, Virginie Sarpaux, Liesbet Van Breedam, Liesbeth Mouha, 3058.988, 2897.470, 0.5160
159, Imara Esteves Ribalta, Milagros Crespo, Daniela Gioria, Lucilla Perrotta, 2925.058, 2892.519, 0.1728
160, Efthalia Koutroumanidou, Maria Tsiartsiani, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3118.294, 2916.794, 0.6414
161, Hana Skalnikova, Tereza Petrova, Hui Yu Phang, Shiang Theng Tan, 2917.100, 2798.477, 0.2469
162, Natalie Cook, Tamsin Hinchley, Vasiliki Arvaniti, Vasso Karadassiou, 3209.764, 2974.925, 0.6788
163, Kathrine Maaseide, Susanne Glesnes, Tatiana Barrera, Virginie Kadjo, 3160.076, 3034.521, 0.5005
164, Merel Mooren, Rebekka Kadijk, Emilia Nystrom, Erika Nystrom, 3092.304, 2903.446, 0.5893
165, Dalixia Fernandez Grasset, Tamara Larrea Peraza, Laura Ludwig, Sara Niedrig, 3162.517, 3125.003, 0.2665
166, Chiaki Kusuhara, Mika Teru Saiki, Morgane Faure, Virginie Sarpaux, 3219.735, 3010.953, 0.6718
167, Imara Esteves Ribalta, Milagros Crespo, Sabine Swoboda, Sara Montagnolli, 3023.537, 2905.732, 0.3459
168, Efthalia Koutroumanidou, Maria Tsiartsiani, Marie-Andree Lessard, Sarah Maxwell, 3179.051, 3042.597, 0.5027
169, Doris Schwaiger, Stefanie Schwaiger, Hana Skalnikova, Tereza Petrova, 3195.748, 2879.742, 0.8104
170, Natalie Cook, Tamsin Hinchley, Kathrine Maaseide, Susanne Glesnes, 3257.248, 3104.644, 0.5710
171, Merel Mooren, Rebekka Kadijk, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3184.886, 3081.027, 0.4003
172, Imara Esteves Ribalta, Milagros Crespo, Chiaki Kusuhara, Mika Teru Saiki, 3155.490, 3138.910, 0.2443
173, Doris Schwaiger, Stefanie Schwaiger, Efthalia Koutroumanidou, Maria Tsiartsiani, 3253.521, 3122.212, 0.5240
174, Ingrid Torlen, Nila Ann Hakedal, Natalie Cook, Tamsin Hinchley, 3420.849, 3221.221, 0.6774
175, Merel Mooren, Rebekka Kadijk, Hella Jurich, Rieke Brink-Abeler, 3260.814, 3141.964, 0.4688
176, Imara Esteves Ribalta, Milagros Crespo, Okka Rau, Stephanie Pohl, 3229.027, 3104.832, 0.4326
177, Adriana Behar, Shelda Bede, Doris Schwaiger, Stefanie Schwaiger, 3288.011, 3190.781, 0.3897
178, Ingrid Torlen, Nila Ann Hakedal, Merel Mooren, Rebekka Kadijk, 3448.921, 3218.920, 0.7153
179, Adriana Behar, Shelda Bede, Imara Esteves Ribalta, Milagros Crespo, 3354.517, 3177.512, 0.5841
180, Renata Ribeiro, Talita Antunes, Ingrid Torlen, Nila Ann Hakedal, 3505.930, 3403.003, 0.4992
181, Chen Xue, Xi Zhang, Adriana Behar, Shelda Bede, 3428.293, 3285.041, 0.5414
182, Renata Ribeiro, Talita Antunes, Juliana Felisberta, Larissa Franca, 3553.292, 3425.287, 0.4981
183, Jia Tian, Jie Wang, Chen Xue, Xi Zhang, 3641.133, 3400.696, 0.7398
184, Chen Xue, Xi Zhang, Juliana Felisberta, Larissa Franca, 3447.668, 3344.560, 0.4647
185, Renata Ribeiro, Talita Antunes, Jia Tian, Jie Wang, 3615.958, 3573.871, 0.3762
186, Ana Paula Henkel, Leila Barros, Carolina Salgado, Maria Clara Salgado, 3210.825, 2993.999, 0.6758
187, Miwa Asao, Takemi Nishibori, Miho Makabe, Sachie Oguri, 3014.063, 2815.300, 0.5551
188, Caroline Fiset, Isabelle Rancourt, Anouk Boileau, Marie-Christine Mondor, 3039.467, 2777.831, 0.7041
189, Isabelle Czerveniak, Sara Pothaar, Chelsea Grimson, Katherine Zakrzewski, 2959.283, 2856.612, 0.3099
190, Annie Martin, Dana Cooke, Andrezza "Rtvelo" Martins, Cristine "Saka" Santanna, 3052.040, 2867.005, 0.6154
191, Bibiana Candelas, Mayra Garcia, Tatiana Barrera, Virginie Kadjo, 3026.288, 2965.433, 0.3522
192, Eiko Koizumi, Shinako Tanaka, Diane Pascua, Heidi Ilustre, 3068.802, 2953.568, 0.4185
193, Marrit Leenstra, Sanne Keizer, Norma Escobedo Perez, Rosario Reyes, 3017.631, 2795.689, 0.6292
194, Clara Lozano, Nadia Campisi, Denise Johns, Lucy Boulton, 3042.934, 2877.670, 0.5365
195, Heike Jensen, Summer Lochowicz, Miwa Asao, Takemi Nishibori, 3109.297, 2937.190, 0.5393
196, Liesbet Van Breedam, Liesbeth Mouha, Jarunee Sannok, Usa Tenpaksee, 2976.903, 2825.978, 0.4788
197, Isabelle Forrer, Sarah Schmocker, Hiromi Suzuki, Satoko Urata, 2912.742, 2743.758, 0.4902
198, Marie-Andree Lessard, Sarah Maxwell, Isabelle Czerveniak, Sara Pothaar, 3091.305, 2891.751, 0.6177
199, Chiaki Kusuhara, Mika Teru Saiki, Becchara Palmer, Eileen Romanowski, 3159.133, 2854.226, 0.7979
200, Giulia Momoli, Lucilla Perrotta, Caroline Fiset, Isabelle Rancourt, 3007.771, 2918.144, 0.3142
201, Angelica Ljungquist, Karin Lundqvist, Kamoltip Kulna, Yupa Phokongploy, 3084.354, 2877.413, 0.6032
202, Ana Paula Henkel, Leila Barros, Annie Martin, Dana Cooke, 3246.794, 3012.730, 0.7138
203, Bibiana Candelas, Mayra Garcia, Eiko Koizumi, Shinako Tanaka, 3097.003, 2987.132, 0.4391
204, Marrit Leenstra, Sanne Keizer, Clara Lozano, Nadia Campisi, 3098.489, 2975.813, 0.4636
205, Linjun Ji, Ying Zhang, Heike Jensen, Summer Lochowicz, 3113.017, 3019.290, 0.3870
206, Lu Wang, Man Zuo, Liesbet Van Breedam, Liesbeth Mouha, 3139.555, 2924.032, 0.6668
207, Marie-Andree Lessard, Sarah Maxwell, Isabelle Forrer, Sarah Schmocker, 3124.932, 2862.276, 0.7365
208, Chiaki Kusuhara, Mika Teru Saiki, Giulia Momoli, Lucilla Perrotta, 3187.235, 2960.498, 0.7050
209, Efthalia Koutroumanidou, Maria Tsiartsiani, Angelica Ljungquist, Karin Lundqvist, 3167.204, 3005.524, 0.5543
210, Jia Tian, Jie Wang, Mi-Hwa Yu, Seol-Yi Kim, 3578.283, 2985.397, 0.9645
211, Doris Schwaiger, Stefanie Schwaiger, Sabine Swoboda, Sara Montagnolli, 3209.413, 2868.167, 0.8377
212, Marrit Leenstra, Sanne Keizer, Eun-Kyoung Lee, Meong-Hee Lee, 3140.662, 2912.628, 0.6381
213, Imara Esteves Ribalta, Milagros Crespo, Emilia Nystrom, Erika Nystrom, 3201.577, 2875.063, 0.8289
214, Ana Paula Henkel, Leila Barros, Agatha Bednarczuk, Shaylyn Bede, 3283.476, 3073.765, 0.6583
215, Laura Ludwig, Sara Niedrig, Hana Skalnikova, Tereza Petrova, 3148.942, 2843.557, 0.8041
216, Merel Mooren, Rebekka Kadijk, Geeske Banck, Susanne Lahme, 3238.284, 2870.345, 0.8555
217, Chen Xue, Xi Zhang, Marie-Andree Lessard, Sarah Maxwell, 3461.624, 3104.349, 0.8650
218, Renata Ribeiro, Talita Antunes, Mered de Vries, Patricia Labee, 3617.575, 2857.402, 0.9871
219, Natalie Cook, Tamsin Hinchley, Morgane Faure, Virginie Sarpaux, 3245.672, 2977.356, 0.7704
220, Lu Wang, Man Zuo, Kathrine Maaseide, Susanne Glesnes, 3193.957, 3051.884, 0.5501
221, Efthalia Koutroumanidou, Maria Tsiartsiani, Ingrid Torlen, Nila Ann Hakedal, 3265.022, 3326.026, 0.2047
222, Adriana Behar, Shelda Bede, Linjun Ji, Ying Zhang, 3323.780, 3075.796, 0.7291
223, Vasiliki Arvaniti, Vasso Karadassiou, Hella Jurich, Rieke Brink-Abeler, 3122.728, 3059.924, 0.2766
224, Chiaki Kusuhara, Mika Teru Saiki, Dalixia Fernandez Grasset, Tamara Larrea Peraza, 3218.855, 3030.798, 0.6483
225, Juliana Felisberta, Larissa Franca, Bibiana Candelas, Mayra Garcia, 3373.860, 3070.221, 0.8061
226, Jia Tian, Jie Wang, Doris Schwaiger, Stefanie Schwaiger, 3590.961, 3195.541, 0.8932
227, Imara Esteves Ribalta, Milagros Crespo, Marrit Leenstra, Sanne Keizer, 3249.231, 3085.385, 0.5868
228, Ana Paula Henkel, Leila Barros, Laura Ludwig, Sara Niedrig, 3318.977, 3112.743, 0.6845
229, Chen Xue, Xi Zhang, Merel Mooren, Rebekka Kadijk, 3481.811, 3208.165, 0.7834
230, Natalie Cook, Tamsin Hinchley, Renata Ribeiro, Talita Antunes, 3351.772, 3516.097, 0.1052
231, Lu Wang, Man Zuo, Efthalia Koutroumanidou, Maria Tsiartsiani, 3264.115, 3203.794, 0.3991
232, Adriana Behar, Shelda Bede, Vasiliki Arvaniti, Vasso Karadassiou, 3354.537, 3077.396, 0.7609
233, Juliana Felisberta, Larissa Franca, Chiaki Kusuhara, Mika Teru Saiki, 3414.240, 3193.028, 0.7094
234, Jia Tian, Jie Wang, Imara Esteves Ribalta, Milagros Crespo, 3604.747, 3232.372, 0.8773
235, Ana Paula Henkel, Leila Barros, Chen Xue, Xi Zhang, 3399.362, 3418.392, 0.2814
